country,date,gdp,population,inflation,poverty,unemployment,life_expectancy,literacy
South Africa,1970-01-01 00:00:00.000001971,23411076638.279,22942143.0,5.95742085213486,34.75714285714286,25.242571428571427,56.02,90.48769202599156
South Africa,1970-01-01 00:00:00.000001972,24515919216.8851,23609456.0,6.42567638879175,34.75714285714286,25.242571428571427,56.377,90.48769202599156
South Africa,1970-01-01 00:00:00.000001973,33262772008.1446,24294263.0,9.43398376978394,34.75714285714286,25.242571428571427,56.72,90.48769202599156
South Africa,1970-01-01 00:00:00.000001974,41389186094.5992,24989108.0,11.7241315190611,34.75714285714286,25.242571428571427,57.11,90.48769202599156
South Africa,1970-01-01 00:00:00.000001975,42906905672.42,25690940.0,13.4259248530376,34.75714285714286,25.242571428571427,57.591,90.48769202599156
South Africa,1970-01-01 00:00:00.000001976,41150460287.6151,26395450.0,11.0204105892452,34.75714285714286,25.242571428571427,58.0,90.48769202599156
South Africa,1970-01-01 00:00:00.000001977,45328411332.1028,27118952.0,11.15195783193,34.75714285714286,25.242571428571427,58.48,90.48769202599156
South Africa,1970-01-01 00:00:00.000001978,51607412901.8532,27869507.0,11.1356088829565,34.75714285714286,25.242571428571427,58.991,90.48769202599156
South Africa,1970-01-01 00:00:00.000001979,63038658088.9121,28634162.0,13.2936624628059,34.75714285714286,25.242571428571427,59.472,90.48769202599156
South Africa,1970-01-01 00:00:00.000001980,89411864402.4272,29518857.0,13.6602404681115,34.75714285714286,25.242571428571427,59.961,76.1999969482422
South Africa,1970-01-01 00:00:00.000001981,93141472163.7596,30541044.0,15.2542337674194,34.75714285714286,25.242571428571427,60.445,90.48769202599156
South Africa,1970-01-01 00:00:00.000001982,85904057409.3585,31615339.0,14.6390405853128,34.75714285714286,25.242571428571427,60.936,90.48769202599156
South Africa,1970-01-01 00:00:00.000001983,96204110941.5672,32739304.0,12.3032053006006,34.75714285714286,25.242571428571427,61.393,90.48769202599156
South Africa,1970-01-01 00:00:00.000001984,84870163365.9306,33892788.0,11.526481434496,34.75714285714286,25.242571428571427,61.837,90.48769202599156
South Africa,1970-01-01 00:00:00.000001985,64459376086.6883,35042093.0,16.2942252426421,34.75714285714286,25.242571428571427,62.195,90.48769202599156
South Africa,1970-01-01 00:00:00.000001986,73354771399.2627,36180515.0,18.6549230388755,34.75714285714286,25.242571428571427,62.421,90.48769202599156
